image,roi,density,determinant,mean_eigen,min_eigen,max_eigen,mean_distance,variance_mean,range_mean
CASE 2 (25).JPG,1,97,705.793740465812,36.63648070598027,0.8732649316722598,101.03687952951654,9.44309417855116,36.25878502859906,14.620887927559167
CASE 2 (25).JPG,2,153,878.2790699071078,32.06116437938081,1.6578485406387664,88.54240539322983,9.037340288413649,31.851614285397943,14.674023175260082
CASE 2 (25).JPG,3,91,532.6597809635487,38.969750343633976,1.6749145523954336,112.40508673514242,10.166750617467494,38.54151132886876,14.597846927893878
CASE 2 (26).JPG,1,50,102.45094238838688,20.015821576390337,1.1312771624911426,57.33670735859841,7.155803902040556,19.615505144862514,12.842253879989643
CASE 2 (26).JPG,2,91,23.075256568249316,6.354971539494664,0.6740296163393413,16.289199009216542,4.047426516931444,6.285136687412307,6.781088226988295
CASE 2 (26).JPG,3,35,96.7325744895234,16.50491220083567,0.8485223766733971,46.1985797923883,6.567235532195718,16.033343280811795,10.865580479259863
CASE 2 (27).JPG,1,18,762.5903969591327,20.938289745390637,2.0095023380345425,53.744298514250204,6.399388438976697,19.775051426202264,13.896880513565884
CASE 2 (27).JPG,2,56,132.92722128826833,7.951350232326731,1.8864791943938815,18.06759993350627,4.337962845522526,7.809361835320885,9.412984581129477
CASE 2 (27).JPG,3,12,269.9974224640363,28.80452628088342,0.7727416627694578,81.3455574716057,7.4818493185194335,26.404149090809792,13.66946197838792
CASE 2 (28).JPG,1,73,941.9025129146027,26.569453851932177,1.553747479831216,69.42236502730923,7.399376009251035,26.205488730672798,14.556679586985164
CASE 2 (28).JPG,2,116,1057.5623640040874,29.243112496813158,2.6889463028985636,80.13225634568491,8.428868892541738,28.99101669942685,13.82687729103089
CASE 2 (28).JPG,3,30,1081.40146087593,29.09024144780142,1.5788937560269982,76.77026657192762,7.858411354457772,28.120566732874725,14.26919359523943
CASE 2 (29).JPG,1,47,469.7489163161288,29.53898667426957,1.4366054447979564,83.25273165103705,8.021294928932496,28.91049759609362,14.55439786029009
CASE 2 (29).JPG,2,48,60.153809031432274,9.213991415388977,0.9178233149640929,23.992476277349056,4.629482808317706,9.022033260901702,8.729740060821529
CASE 2 (29).JPG,3,22,372.5375559895153,26.130806340665032,0.9274655773872753,71.87658786331696,7.330634384092733,24.943042416089344,13.322324399323342
CASE 2 (3).JPG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (3).JPG,2,119,78.92072376824854,15.606539853376717,1.0989982740920092,44.091944925771,6.026482677072862,15.475392459650857,12.579817493881132
CASE 2 (3).JPG,3,20,3.240471694357137,14.872769067276217,0.055503967930713945,43.211718257348636,5.00778986430488,14.129130613912407,11.191874534774527
CASE 2 (30).JPG,1,27,65.90652876500157,16.59589515990725,0.6759245018945053,47.038885442795426,5.803042874604455,15.981232376206991,13.575761100721564
CASE 2 (30).JPG,2,110,24.33632890971658,14.160577659439644,0.5025439037995606,40.792038946606496,5.526943505855633,14.031845135262913,13.631363523980264
CASE 2 (30).JPG,3,12,67.75495914185753,17.98219350478855,0.8535973185322255,51.55329924946028,4.749669662382644,16.48367737938951,13.90789108132104
CASE 2 (31).JPG,1,91,895.985451851808,32.68661812923029,1.3923780530115755,89.47565476938603,8.52800933820248,32.327424523414585,14.570677209369874
CASE 2 (31).JPG,2,182,1086.6980160102914,36.489018735264686,1.6016300411339908,101.15815659179056,9.637017396878486,36.288529621334696,14.293533790953413
CASE 2 (31).JPG,3,40,573.803146337621,24.540556075672374,1.7694520982247743,67.0131196710328,7.569188197760059,23.927042173780546,14.221854597694806
CASE 2 (32).JPG,1,2,0.0,3.005461810944349,-4.725561422101449e-16,9.016385432833047,2.12325050722154,1.5027309054721754,1.6865880701773497
CASE 2 (32).JPG,2,20,134.33560564011628,29.9239628439133,0.820848487679059,87.0714976727101,8.78699929952332,28.42776470171765,12.819265938580385
CASE 2 (32).JPG,3,8,0.3702414868578582,8.642969428853954,0.00736600564879129,23.81056620746254,3.552000489089462,7.562598250247209,8.04355934704305
CASE 2 (33).JPG,1,13,0.00169479239879028,1.2046750721812207,0.0009326043691144648,3.0091855747872955,1.6444368863600887,1.1120077589365114,2.5369449501662147
CASE 2 (33).JPG,2,12,235.97940312473153,27.022335509439987,0.7430744631387854,76.1537962023178,7.298203112208011,24.77047421698667,14.537749212159403
CASE 2 (33).JPG,3,5,0.00019729628242687119,2.1404272485560556,5.111546469566456e-05,5.749952791676772,2.22697890512961,1.712341798844844,2.4592265228193173
CASE 2 (34).JPG,1,22,70.8771157001936,18.74065581766626,0.6387882110227909,53.50961588345757,6.016033619832913,17.88880782595415,11.625874015172313
CASE 2 (34).JPG,2,38,7.196957551023955,9.351896895291423,0.4189227542610346,27.000495274624456,4.126748745416518,9.105794345415324,9.308849139140356
CASE 2 (34).JPG,3,18,70.30047324036279,15.270520763816682,0.4537935979971592,41.63711495546343,6.332016237334443,14.422158499160199,8.41266701674279
CASE 2 (35).JPG,1,18,35.14034057371105,38.43647471403309,0.22252864436217556,113.69800761274058,8.75062834847414,36.30111500769794,13.210617332827544
CASE 2 (35).JPG,2,28,36.90795008557935,6.896266190201179,1.1428161954180192,17.723824056421755,3.579908077594559,6.649970969122563,8.578817806791271
CASE 2 (35).JPG,3,40,153.64364637826228,30.67431110234051,0.8217680563010994,89.10283506823292,8.733048065156234,29.907453324782008,13.045210889711873
CASE 2 (36).JPG,1,82,183.81232659437964,17.863604984815233,1.0982650764828086,49.08266832238925,6.300162955705492,17.645756143537017,14.200527608370544
CASE 2 (36).JPG,2,29,813.9592464932008,43.02277857692281,1.9771476468040732,123.7648511734793,10.78861884985465,41.53923448806341,14.177946875932605
CASE 2 (36).JPG,3,49,25.088881801645943,7.323934455504328,0.7516015971921418,19.509184058085523,3.2866686801249743,7.1744664053919935,11.762702352402513
CASE 2 (37).JPG,1,85,111.2472722023101,15.647831435367548,0.9325153653792954,43.252822324576535,5.87960986510275,15.463739300833815,13.477227114987949
CASE 2 (37).JPG,2,49,106.16139496401759,33.37157086934514,0.42889382515485325,97.13764373778068,8.807008624555332,32.690518402623816,14.335246018007291
CASE 2 (37).JPG,3,49,13.263300881173944,4.763497752863785,0.6512376161879253,11.932457104879283,2.9709517814000894,4.666283513009421,9.295348308426625
CASE 2 (38).JPG,1,47,71.20983794875994,22.187761771292795,0.8320798333377666,64.4023639516136,6.775003048641328,21.715681733605706,11.930720702502088
CASE 2 (38).JPG,2,59,521.223662264498,46.073628770864644,1.5830077083058438,134.1840731755284,11.177703493072816,45.29271980864659,14.685145795522592
CASE 2 (38).JPG,3,60,363.2100393280893,43.10233771435191,1.050183049524009,125.50104401905018,10.513061955809158,42.38396541911273,14.717279406356042
CASE 2 (39).JPG,1,47,71.20983794875994,22.187761771292795,0.8320798333377666,64.4023639516136,6.775003048641328,21.715681733605706,11.930720702502088
CASE 2 (39).JPG,2,59,521.223662264498,46.073628770864644,1.5830077083058438,134.1840731755284,11.177703493072816,45.29271980864659,14.685145795522592
CASE 2 (39).JPG,3,60,363.2100393280893,43.10233771435191,1.050183049524009,125.50104401905018,10.513061955809158,42.38396541911273,14.717279406356042
CASE 2 (4).JPG,1,28,35.889128274227254,17.73545653313875,0.3371881309784308,50.772854355541014,6.51805664525793,17.102047371240932,12.077183388732985
CASE 2 (4).JPG,2,75,17.090446951418276,7.953578049436307,0.7519618772787945,22.07940530888023,3.97921093631222,7.847530342110492,10.296311539983606
CASE 2 (4).JPG,3,30,34.6969494333674,18.823603197298155,0.23120656771911813,53.43094904447229,5.763013639889451,18.196149757388223,11.99815885140704
CASE 2 (40).JPG,1,61,348.02763989159575,25.582989984477745,1.338171790869522,71.78794840530321,7.349987699392431,25.16359670604369,14.202950531123259
CASE 2 (40).JPG,2,49,350.0896909742567,38.95876751687359,1.677218218051473,113.35772464398525,9.037716021065009,38.16369062877411,14.269311753578519
CASE 2 (40).JPG,3,5,0.012021750534837988,53.6819666588878,8.695253457597194e-05,160.18269563188065,9.117069872450713,42.94557332711022,14.032892765667862
CASE 2 (41).JPG,1,91,2.4380305750479967,2.9786178343528125,0.23913607204511952,7.300148557777941,2.7687815028009917,2.9458857702390433,7.57406660803809
CASE 2 (41).JPG,2,182,127.72000978038744,17.017399233592755,1.5655565372042526,47.779177305866774,6.0423371457229065,16.923897040001602,14.666356034837506
CASE 2 (41).JPG,3,29,484.70097163703434,38.248194124679436,1.56301080518662,110.37191437670707,8.853744351862975,36.92929087900082,14.82541314404345
CASE 2 (42).JPG,1,270,95.1921686770873,26.533658777035317,0.5876940814567698,76.90716222536673,7.7926727951573005,26.435385966749994,14.570635189058946
CASE 2 (42).JPG,2,105,268.9013426266209,22.941601253497932,1.435320133826041,64.48418360125258,6.542685101191271,22.72310981298843,14.791528199520364
CASE 2 (42).JPG,3,15,242.87868394218734,27.950018866800107,0.8541051870098445,79.41519796563617,6.205450321866906,26.08668427568008,14.696917745549825
CASE 2 (43).JPG,1,36,17.758097095992905,15.915552659372471,0.3393408038094998,46.27648013834242,4.927799190483114,15.473453974389907,12.43285387174335
CASE 2 (43).JPG,2,55,126.70303261959923,23.028916553660864,1.186528747423675,66.28933386400467,6.495030300783574,22.610208979957946,14.296053710608831
CASE 2 (43).JPG,3,7,0.04518560878905834,4.194435873789685,0.004406478498908603,11.70265944622915,2.7315798969412852,3.5952307489625888,5.1176924880956856
CASE 2 (44).JPG,1,108,28.0622943099267,25.641411405175692,0.44397545807004,75.64468305343578,7.395451886848928,25.403990929201843,14.6111574116921
CASE 2 (44).JPG,2,28,5.5050829492918,6.677069102041063,0.20553822170988714,18.36745135523748,3.478819350820637,6.438602348396741,8.338000916821072
CASE 2 (44).JPG,3,16,55.483263453481825,53.43885293044236,0.24767974790410754,158.65695154880268,11.311684363556068,50.098924622289736,14.663594386096529
CASE 2 (45).JPG,1,108,28.0622943099267,25.641411405175692,0.44397545807004,75.64468305343578,7.395451886848928,25.403990929201843,14.6111574116921
CASE 2 (45).JPG,2,28,5.5050829492918,6.677069102041063,0.20553822170988714,18.36745135523748,3.478819350820637,6.438602348396741,8.338000916821072
CASE 2 (45).JPG,3,16,55.483263453481825,53.43885293044236,0.24767974790410754,158.65695154880268,11.311684363556068,50.098924622289736,14.663594386096529
CASE 2 (46).JPG,1,29,319.09170018988647,41.29905239416323,0.8680442636785597,119.96489637261159,10.063392362496064,39.87494713919211,14.100895281472186
CASE 2 (46).JPG,2,110,106.5300911210627,15.581276438428672,1.3033735121368193,43.56428299584055,4.3855396274158815,15.439628470806587,14.195985161392949
CASE 2 (46).JPG,3,28,3.314711505129534,51.347024816315304,0.013273636902608237,152.38909149724464,10.608612130327685,49.51320250144685,14.659166825753639
CASE 2 (47).JPG,1,17,119.18091519433453,33.50485782266684,0.540129492151656,97.71635225540486,8.341935660581791,31.53398383309822,13.455846243356618
CASE 2 (47).JPG,2,102,147.5468511652858,14.718547890317453,1.4199479377907493,40.14748789309944,5.490697028860181,14.574248401196693,14.102710407535824
CASE 2 (47).JPG,3,21,0.015698762623655254,0.9913218814918116,0.009488529976370508,2.218806421009696,1.556688829208429,0.944116077611249,2.9918779285262986
CASE 2 (48).JPG,1,40,119.57516101721527,44.3724941080298,0.6308433072844567,131.04015016001117,11.183792214281876,43.263181755329036,12.112787267239247
CASE 2 (48).JPG,2,18,272.40021838952117,28.08431375458539,0.8332015853079353,79.29685286222146,7.276342793699158,26.524074101552873,14.821333352880734
CASE 2 (48).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (49).JPG,1,40,119.57516101721527,44.3724941080298,0.6308433072844567,131.04015016001117,11.183792214281876,43.263181755329036,12.112787267239247
CASE 2 (49).JPG,2,18,272.40021838952117,28.08431375458539,0.8332015853079353,79.29685286222146,7.276342793699158,26.524074101552873,14.821333352880734
CASE 2 (49).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (5).JPG,1,164,682.3167174237406,41.30899830879758,2.177198825874746,119.11887801447666,10.668224492009205,41.05711417276832,14.819499636542972
CASE 2 (5).JPG,2,215,816.4824773260353,32.704855287745445,1.4585621864203033,90.46836145878918,8.297466127260057,32.552739681755945,14.860032063821984
CASE 2 (5).JPG,3,75,607.1334459530939,37.07868437462989,1.7715092912625885,106.23858787267038,9.794125115556009,36.58430191630146,14.496584675651718
CASE 2 (50).JPG,1,191,95.37538168923771,13.225704423595866,0.7070365952862655,35.13023476921576,4.843726100737038,13.156459897817873,13.851419577567249
CASE 2 (50).JPG,2,61,195.39214778159595,12.756121632904607,1.695010365167311,33.08963869246893,4.875788432678507,12.547004884824204,13.56643109231443
CASE 2 (50).JPG,3,65,90.66611434610957,15.782148356569769,0.8481936224913891,44.07287817099173,5.7620385462543355,15.539346074160994,11.925198183177306
CASE 2 (51).JPG,1,222,12.709919400785834,4.522392272634555,0.8497042305136822,11.406059944307753,3.036767485839119,4.502021136271333,13.715018532376192
CASE 2 (51).JPG,2,80,350.98411130648276,27.792480500353744,1.4716193151680919,78.88230540944227,8.76829042009764,27.4450744940993,14.185104123871392
CASE 2 (51).JPG,3,9,67.67620522304424,24.006700385963004,0.4201187374406058,69.2746247357635,5.329159164613238,21.33928923196712,12.945700275088418
CASE 2 (52).JPG,1,137,69.88784162903987,24.458531547186144,0.8858391662902835,71.38455130239166,7.22486382335908,24.28000211983442,14.851478267057814
CASE 2 (52).JPG,2,44,64.82490516789223,7.813218225545101,1.7551436159553884,19.821134051801856,3.666027264303088,7.635645084055445,12.628130028064115
CASE 2 (52).JPG,3,8,0.19644941222714574,3.406916444316978,0.029624959020376866,9.492554458980162,2.9789778394151107,2.981051888777356,3.606105910792479
CASE 2 (53).JPG,1,456,94.87870166820949,32.16096543735602,0.8619586850861999,94.45559238564081,8.677164379767227,32.09043700437933,14.766782831944305
CASE 2 (53).JPG,2,203,174.4160600035385,27.800197183654124,0.9397561354505103,80.14507040843874,7.6715330501547285,27.663250399498178,14.724431880727296
CASE 2 (53).JPG,3,54,218.6071566437766,30.50259184686708,1.3489071047170484,88.32400571883569,8.47036863838487,29.93772903488806,14.813265579054772
CASE 2 (54).JPG,1,520,113.07643379963919,28.77505989917478,0.8782772739343446,83.9125916897459,8.440250492152188,28.719723245522484,14.698150118929831
CASE 2 (54).JPG,2,174,34.74569509619873,14.534789634721273,0.5417652525669918,41.51786562269818,5.357216981747536,14.451256360958512,13.28333413677782
CASE 2 (54).JPG,3,78,0.365929831964637,3.2681063530868784,0.03385722750916247,8.498740846090492,2.711722681908196,3.2262075536883277,5.866596265923796
CASE 2 (55).JPG,1,6,0.3842237779089661,2.578844333805954,0.05204637716947277,6.55895068254288,2.433437880032678,2.149036944838295,3.4360831061864747
CASE 2 (55).JPG,2,4,1.1877809488221001e-06,0.398515339130276,0.0001794781701681839,1.1898043061136399,0.8078420132394399,0.2988865043477071,1.2832980925684438
CASE 2 (55).JPG,3,43,501.891669975879,50.002776633125364,1.263511107215984,146.02459322316406,11.795545404542144,48.83992136258758,14.555976200152614
CASE 2 (56).JPG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (56).JPG,2,69,700.6196560642524,23.358783618800814,1.0619369854823981,57.55044874541993,6.550237236383969,23.02025052287615,14.52779432864128
CASE 2 (56).JPG,3,2,0.0,2.116857298389411,0.0,6.350571895168232,1.781933205141011,1.0584286491947055,1.191747446188213
CASE 2 (57).JPG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (57).JPG,2,69,306.0801871006134,20.43833802767772,1.0952390749036263,55.152672030246706,5.537055214264866,20.142130230175155,14.454935766970179
CASE 2 (57).JPG,3,2,0.0,2.11688759671136,3.4694221230794892e-18,6.350662790134079,1.781945957392378,1.0584437983556796,1.196241762743474
CASE 2 (58).JPG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (58).JPG,2,31,718.5699949634073,28.066488277459186,1.337343344237398,75.77085205049933,7.048376534406646,27.16111768786371,14.709341740099475
CASE 2 (58).JPG,3,3,0.0,1.270820013038311,0.0,3.8124578073704134,1.4993653883977753,0.8472133420255408,1.1760438227040613
CASE 2 (59).JPG,1,125,22.461172427945165,8.026607169740752,0.9091373789222253,22.050241681925193,4.12181112101119,7.962394312382824,12.23569974583758
CASE 2 (59).JPG,2,99,305.7791584516983,19.482771940597647,1.3917663619526859,52.90360338863914,6.761714366533612,19.28597626443,14.79094939160136
CASE 2 (59).JPG,3,6,0.020214082724641605,5.748731799339733,0.001212326141627969,16.216802632154494,3.778563578016698,4.790609832783108,4.10250590185199
CASE 2 (6).JPG,1,39,529.0142746148069,37.465138503938626,1.4552062064612368,107.56041408763788,9.891606212805819,36.50449392691453,14.561886547160993
CASE 2 (6).JPG,2,196,21.560811260505854,12.338619033631637,0.5356702986904542,35.341287940969984,5.289537326762287,12.27566689570495,11.766012842772945
CASE 2 (6).JPG,3,21,166.55098055139845,31.145974621648406,0.5938516202567699,89.71806970104714,9.042836872589904,29.662832972998498,11.706882365707038
CASE 2 (60).JPG,1,72,462.2406915477909,27.11914373338477,1.1538773174057428,74.85166520057204,8.148564560461255,26.74248895930999,14.462440050348702
CASE 2 (60).JPG,2,79,1292.5632106226037,32.210726433926766,1.2268317850616939,82.65931682436393,8.326032895292515,31.802995719573264,14.281244821715484
CASE 2 (60).JPG,3,11,484.6928984625657,55.60144031207116,1.430648856139603,163.2989970146457,11.824696627240934,50.54676392006465,13.719494453036646
CASE 2 (61).JPG,1,120,114.30549779214093,7.202927607014337,1.4199312147216239,14.720082878863899,3.619461206751899,7.142903210289217,11.083817708766453
CASE 2 (61).JPG,2,107,2.442759575846662,4.786827708108118,0.1906899208954981,13.199276874190181,3.0555277503047638,4.742091000555702,7.791398101545414
CASE 2 (61).JPG,3,12,578.5496049034818,53.35474525376275,0.6146861597641439,153.31029201173334,11.56312556195575,48.90851648261589,14.112024055217496
CASE 2 (62).JPG,1,120,93.77934210823186,6.883368691086197,1.3533546289120388,14.52660942778909,3.5826104487394743,6.826007285327144,10.962445557631355
CASE 2 (62).JPG,2,107,1.2147583888631213,2.878580532286899,0.16706806685064027,7.499083169254393,2.2554991862796503,2.851677910489826,7.5487650416858045
CASE 2 (62).JPG,3,12,400.8739928406553,50.24895597549162,0.5979509580457814,145.54261787986854,11.220241194004835,46.061542977533975,13.390772775706745
CASE 2 (63).JPG,1,180,206.74851316208296,26.871616883175165,0.9072475064742489,76.73794507670331,8.399358984983415,26.7223301227131,14.714830414772122
CASE 2 (63).JPG,2,69,0.9003518955892108,3.9836134639513854,0.049756962325251675,10.11154561837534,2.7938988927284467,3.925879935488324,7.903208638006966
CASE 2 (63).JPG,3,29,2.400957438405496,10.136198298657547,0.08933514859381067,29.405279553175973,4.848960428314002,9.78667421939349,8.097572993254127
CASE 2 (64).JPG,1,18,104.30337827057589,24.236696717148046,1.045757410241917,70.244440231173,6.770141550262879,22.890213566195353,13.11593130368407
CASE 2 (64).JPG,2,90,417.5369335160414,36.65719375742562,1.2480962595357286,105.55412476290586,9.478883610236693,36.24989160456532,14.873997815433379
CASE 2 (64).JPG,3,3,-1.0433427644310875e-12,90.14726830342516,-1.3654362836320905e-14,266.2240314096785,12.707161004367412,60.098178868950065,14.383649236339204
CASE 2 (65).JPG,1,12,4.411013073459951,35.565409377577616,0.013242785104870152,103.46361174712548,8.797085288657623,32.601625262779486,13.10123554490068
CASE 2 (65).JPG,2,107,68.74426316370841,19.10153224703051,0.7111708976432541,54.83047385125317,5.697650629631322,18.923013254067616,13.782406344692008
CASE 2 (65).JPG,3,23,339.2626342007313,43.32710808345367,0.7799702295465435,125.74214226530353,10.026432885608047,41.443320775477424,14.76851046371346
CASE 2 (66).JPG,1,50,89.94566364738355,32.219776248256046,0.6194508159333415,94.50340128950238,8.200372300346089,31.575380723290934,14.330562253133008
CASE 2 (66).JPG,2,107,5.755660530029664,5.87559557293337,0.40910324770395134,16.357595697049398,3.1891666977633197,5.820683464775109,8.403946803217453
CASE 2 (66).JPG,3,42,85.47175862623713,33.49736484824426,0.42087690289028734,97.99894864087047,9.12203949120774,32.69980854233368,13.244070903609588
CASE 2 (67).JPG,1,26,3.827366053797372,27.963289128878653,0.042642301172959335,82.76273766326526,8.373566703688997,26.887778008537182,12.340851688351059
CASE 2 (67).JPG,2,168,67.10506190236542,31.94260915859591,0.5100735186009143,93.91694618784068,8.684013534531257,31.752474580270928,14.49849342167633
CASE 2 (67).JPG,3,28,48.56786318715374,33.19115985302377,0.5052022078155829,98.08818486732551,8.61559286794929,32.00576128684437,14.42901383799377
CASE 2 (68).JPG,1,27,9.10459275570384,8.516924473913473,0.15562295174495377,22.832871953959987,3.7410684982487092,8.201482826731494,9.73607239062856
CASE 2 (68).JPG,2,49,922.4469652346587,45.122683669162164,1.0961653076849842,127.68107524412156,10.85058518240976,44.20181257387315,14.075274770029928
CASE 2 (68).JPG,3,39,1.1747169962560082,6.486747868968441,0.07473742421563188,18.53761264915778,2.29083392667356,6.320421000533357,11.596479027307643
CASE 2 (69).JPG,1,40,6.177182719261841,11.810848836017236,0.24725423237891742,34.460309753799166,5.434695057620255,11.51557761511681,9.221067231575491
CASE 2 (69).JPG,2,97,689.9111464300596,23.83424312512824,1.9374089515386825,64.00137929664177,7.70619624123796,23.58852927847744,14.44651549897899
CASE 2 (69).JPG,3,53,0.13574112652872594,2.1143289052310155,0.06476108483220044,5.924431476158357,2.1709614457362156,2.0744359070191085,4.70868504470189
CASE 2 (7).JPG,1,39,190.93509425771083,42.36102297837456,0.4699032457544155,123.3182059125646,10.53699142730984,41.27484290200597,13.936286833347404
CASE 2 (7).JPG,2,196,17.382133681989167,13.529662155308634,0.3917564309310505,39.06133050695201,5.4805557037667985,13.460633266761135,12.957651973028964
CASE 2 (7).JPG,3,21,127.73185022926829,36.36103773732924,0.4232547002645192,105.80765625625638,9.731697483398287,34.62955974983736,12.60242908470668
CASE 2 (70).JPG,1,63,380.31830578556014,21.42839576359894,1.1885530263911337,57.53508330027439,6.540272224205472,21.088262497510062,14.570159020715899
CASE 2 (70).JPG,2,218,284.1607914493636,22.44813553216117,1.6223267597240856,62.93913195536908,7.003972260360234,22.34516243338976,13.751550852107378
CASE 2 (70).JPG,3,34,407.3558613374297,36.191294478460286,0.7570170384277857,102.57066264127803,8.253301711575096,35.12684464085853,13.926974748848131
CASE 2 (71).JPG,1,63,657.9242084406035,25.958514711570377,1.3169379809299546,69.35531822217348,7.826611178828322,25.546474795513692,14.332728416274366
CASE 2 (71).JPG,2,220,424.97728843950284,23.056653234796375,1.7313770282472027,63.57786418320231,6.686545857624198,22.951850265547307,13.965791068609228
CASE 2 (71).JPG,3,34,374.6824245889511,33.872650139596004,0.7580665123107077,95.69492207171447,8.000024881194323,32.876395723725516,13.600996788471937
CASE 2 (72).JPG,1,58,47.17033569873856,19.77024608310335,0.4409907265077164,56.99294574761113,5.895393353889899,19.429379771325717,12.33391771036942
CASE 2 (72).JPG,2,88,247.26331020294685,9.33492660595673,1.9825488803897455,19.687133716157092,4.433138039924788,9.228847894525403,13.233009011099293
CASE 2 (72).JPG,3,43,137.0302174024081,7.0817212451227,2.2158746954425297,14.870783321058285,3.4412570697068197,6.917030053375657,10.73247404528344
CASE 2 (73).JPG,1,38,110.57776993161754,12.089675773539755,0.7360289782714029,30.627792758556144,3.685725718450675,11.771526411078177,14.394354212553509
CASE 2 (73).JPG,2,115,227.63921188507308,17.188723958392803,0.9529182387287612,45.34506379224068,6.1706949903721755,17.039256793537227,12.063116639100846
CASE 2 (73).JPG,3,8,0.21102442989787834,4.498478648838624,0.0468032686383293,13.104573082578858,3.1793124156567982,3.9361688177337952,4.57344033310408
CASE 2 (74).JPG,1,36,45.4947959129506,6.4693176111338095,0.9035976388642201,15.18970898761792,3.488091833661087,6.28961434415787,9.337708929205538
CASE 2 (74).JPG,2,125,421.9174372820679,34.31713174071377,1.4384887638872907,98.53627646362729,9.334403768154347,34.04259468678804,14.670360445289665
CASE 2 (74).JPG,3,7,0.009921570707550866,5.824874150529734,0.0012117467787692421,16.991533957549116,3.8101977643725786,4.992749271882631,3.8414767857665133
CASE 2 (75).JPG,1,33,0.8141763694332553,1.4711825757234411,0.20792058146145134,2.8141646265845877,1.6455545447610218,1.4266012855500039,5.435537608704848
CASE 2 (75).JPG,2,206,78.06520848355902,19.57028180199838,0.7064410236370909,56.032237566450405,6.66171277604849,19.475280434027518,13.636065351666629
CASE 2 (75).JPG,3,14,0.6545057168000352,2.728607648983521,0.0520157110721247,6.056088970941234,2.3656224616617707,2.533707102627554,4.837466117056436
CASE 2 (76).JPG,1,63,1027.0522108852804,26.835856284396286,1.5169146354574352,69.20751785859906,7.866461161321483,26.40989031162808,13.837624370326948
CASE 2 (76).JPG,2,78,443.05632698601954,16.57792485169297,1.3888274478325604,40.46031594726112,5.7354183425837855,16.365387353594343,13.957065229061925
CASE 2 (76).JPG,3,48,1216.3043759385282,43.71501751554365,1.0713861162069003,120.66530858971367,10.839342547134459,42.80428798396985,14.377954821201547
CASE 2 (77).JPG,1,63,341.90659987268106,14.844221005015285,1.718164728334706,37.50927005378788,5.469750252874739,14.60859844938013,12.88247729978651
CASE 2 (77).JPG,2,78,118.11899716599558,10.875866668646218,1.2640291709321498,28.029739772573734,4.488246416437461,10.736432480586648,12.99504634432936
CASE 2 (77).JPG,3,48,907.971593338352,28.413164561150847,1.2234605141183297,73.98518812554084,8.115019048167914,27.821223632793533,13.790863668456476
CASE 2 (78).JPG,1,54,40.940383925789185,17.48841587801859,0.08289791850655698,40.051643803141666,5.103185141218835,17.164556324721953,12.85833187253045
CASE 2 (78).JPG,2,99,13.090667726108068,7.025820629084393,0.35848474602327746,18.773901055990518,4.289434929005584,6.954852743942136,6.494486398762341
CASE 2 (78).JPG,3,45,78.89184233894923,6.428601743166152,1.6814314125996763,14.330210176371928,3.8070376619823794,6.28574392665135,9.116675576222972
CASE 2 (79).JPG,1,87,21.301272174691565,13.102598339204661,0.1785372082130957,35.79622513394809,4.9148219137835945,12.951993760593105,13.946856750978219
CASE 2 (79).JPG,2,155,829.1324433384685,40.67972949883185,1.7703441895590428,116.23971060537498,10.166149668752194,40.41727963109748,14.874853637775834
CASE 2 (79).JPG,3,47,110.98547282120091,6.8447977258820325,2.131197810199147,14.910610691482704,3.386861489905088,6.699163731714335,12.917507588995031
CASE 2 (8).JPG,1,39,1498.8091968067185,30.607508888544505,2.9133256966697596,82.68737119642111,8.92896377522471,29.82270096832541,14.667059423367588
CASE 2 (8).JPG,2,196,36.4179742439191,6.897165019368342,1.0981814302000792,17.722084901762518,3.8817644259083792,6.861975401922586,10.213818968416268
CASE 2 (8).JPG,3,21,123.080330591457,22.318494386283948,0.5718939007100687,62.96560707640021,7.660838186149525,21.25570893931803,10.132455151659583
CASE 2 (80).JPG,1,76,395.8465775339149,35.70507636474827,1.3565765014173425,102.92355625672965,9.527308084354466,35.235272728369985,14.54830529318196
CASE 2 (80).JPG,2,259,632.5177015514578,30.422427402003308,2.285366332632037,85.75446131865024,8.457295617456445,30.304966292343035,14.84340485830785
CASE 2 (80).JPG,3,48,106.35835360130618,8.790729867647196,1.6440325692164086,21.75433181084301,4.089011506957282,8.607589662071206,10.248589752873997
CASE 2 (81).JPG,1,17,0.13509012801911746,1.686472430688788,0.04591877195577821,4.334823379897763,2.109115423565521,1.587268170060036,3.7360385103190024
CASE 2 (81).JPG,2,99,304.0459614624125,38.851526299053525,1.2907101357286241,113.18258688327525,9.913450850442176,38.45908663946715,14.710354649266968
CASE 2 (81).JPG,3,3,-2.2523056821462208e-20,0.528619967063719,-8.411138618185592e-19,1.5722341948164478,0.9224256982172974,0.35241331137581294,1.0639308369294151
